wiki_id,name,description,gender,country,occupation,birth_year,death_year,cause_of_death,age,death_century,death_decade,is_test
Q8659,Khutughtu Khan,emperor of the Yuan Dynasty,Male,Yuan dynasty,sovereign,1300,1329.0,,29.0,1300,132.0,False
Q8662,L. B. Abbott,"special effects expert, cinematographer and cameraman",Male,United States of America,artist,1908,1985.0,,77.0,1900,198.0,False
Q8677,Juan Trippe,American commercial aviation pioneer and founder of Pan American World Airways,Male,United States of America,entrepreneur,1899,1981.0,natural causes,82.0,1900,198.0,False
Q8704,Walt Disney,American film producer and businessman (1901-1966),Male,United States of America,artist,1901,1966.0,natural causes,65.0,1900,196.0,False
Q8743,Thomas Alva Edison,American inventor and businessman,Male,United States of America,researcher,1847,1931.0,natural causes,84.0,1900,193.0,False
Q8750,Michael Faraday,English scientist (1791-1867),Male,United Kingdom of Great Britain and Ireland,researcher,1791,1867.0,,76.0,1800,186.0,True
Q8753,Enrico Fermi,Italian physicist,Male,United States of America; Italy; Kingdom of Italy,researcher,1901,1954.0,natural causes,53.0,1900,195.0,False
Q8755,Colin Maclaurin,Scottish mathematician,Male,Kingdom of Great Britain; Kingdom of Scotland,researcher,1698,1746.0,,48.0,1700,174.0,False
Q8763,Fibonacci,Italian mathematician (c. 1175),Male,Republic of Pisa,researcher,1170,1240.0,,70.0,1200,124.0,True
Q8768,Henry Ford,American industrialist and business magnate,Male,United States of America,artist,1863,1947.0,natural causes,84.0,1900,194.0,False
Q8772,Joseph Fourier,French mathematician and physicist (1768 – 1830),Male,French First Republic; Kingdom of France; First French Empire; First French Empire; Bourbon Restoration; Bourbon Restoration,researcher,1768,1830.0,,62.0,1800,183.0,False
Q8776,Georg Falck,German architect,,Germany,architect,1878,1947.0,,69.0,1900,194.0,False
Q8814,Augustin-Louis Cauchy,French mathematician (1789–1857),Male,France,researcher,1789,1857.0,,68.0,1800,185.0,False
Q8873,Satyajit Ray,"Indian author, poet, composer, lyricist, filmmaker (1921-1992)",Male,India; British Raj,artist,1921,1992.0,,71.0,1900,199.0,False
Q8948,Arnošt Muka,"German and Sorbian writer, linguist and man of science",Male,Germany,artist,1854,1932.0,,78.0,1900,193.0,False
Q8958,Johannes Gutenberg,"German blacksmith, goldsmith, printer and publisher",Male,Holy Roman Empire,engineer,1400,1468.0,,68.0,1400,146.0,False
Q8962,James Prescott Joule,English physicist and brewer,Male,United Kingdom of Great Britain and Ireland,researcher,1818,1889.0,,71.0,1800,188.0,False
Q8963,Johannes Kepler,"German mathematician, astronomer and astrologer",Male,Holy Roman Empire,researcher,1571,1630.0,,59.0,1600,163.0,False
Q9021,Max Planck,German theoretical physicist,Male,Nazi Germany; Weimar Republic; German Empire; Bizone,researcher,1858,1947.0,natural causes,89.0,1900,194.0,False
Q9036,Nikola Tesla,Serbian-American inventor,Male,United States of America; Austria-Hungary; Austrian Empire,researcher,1856,1943.0,natural causes,87.0,1900,194.0,True
Q9041,James Watt,British engineer (1736–1819),Male,Kingdom of Great Britain,researcher,1736,1819.0,,83.0,1800,181.0,False
Q9047,Gottfried Wilhelm Leibniz,German mathematician and philosopher,Male,Germany; Holy Roman Empire,researcher,1646,1716.0,natural causes,70.0,1700,171.0,False
Q9061,Karl Marx,"German philosopher, economist, sociologist, journalist and revolutionary socialist (1818-1883)",Male,Kingdom of Prussia,researcher,1818,1883.0,natural causes,65.0,1800,188.0,False
Q9082,Joseph Victor von Scheffel,German poet and novelist,Male,Germany,artist,1826,1886.0,,60.0,1800,188.0,False
Q9095,James Clerk Maxwell,Scottish physicist and mathematician,Male,United Kingdom; United Kingdom of Great Britain and Ireland,researcher,1831,1879.0,natural causes,48.0,1800,187.0,False
Q9099,Tabaré Vázquez,"President of Uruguay (2005-2010, 2015-2020)",Male,Uruguay,researcher,1940,2020.0,,80.0,2000,202.0,False
Q9106,Dmitri Mendeleev,Russian chemist,Male,Russian Empire,researcher,1834,1907.0,natural causes,73.0,1900,190.0,True
Q9123,Ernest Rutherford,New Zealand-born British chemist and physicist (1871-1937),Male,United Kingdom; New Zealand; United Kingdom of Great Britain and Ireland,researcher,1871,1937.0,,66.0,1900,193.0,True
Q9130,Erwin Schrödinger,Austrian physicist,Male,Ireland; Austria; Germany; Nazi Germany; Austria-Hungary,researcher,1887,1961.0,natural causes,74.0,1900,196.0,True
Q9161,Josip Broz Tito,Yugoslav revolutionary and statesman (1892-1980),Male,Socialist Federal Republic of Yugoslavia; Kingdom of Yugoslavia; Democratic Federal Yugoslavia,politician,1892,1980.0,,88.0,1900,198.0,False
Q9191,René Descartes,"French philosopher, mathematician, and scientist",Male,France,researcher,1596,1650.0,natural causes,54.0,1600,165.0,False
Q9200,Paul,Early Christian apostle and missionary (c. AD 5 - c. AD 64/67),Male,ancient Rome,artist,5,67.0,,62.0,0,6.0,True
Q9204,C. S. Lewis,British writer,Male,United Kingdom,researcher,1898,1963.0,natural causes,65.0,1900,196.0,False
Q9215,Sigmund Freud,Austrian neurologist known as the founding father of psychoanalysis,Male,Nazi Germany; Austria-Hungary; Federal State of Austria; Republic of German-Austria; First Republic of Austria,neurologist; psychoanalyst,1856,1939.0,euthanasia,83.0,1900,193.0,False
Q9235,Georg Wilhelm Friedrich Hegel,German philosopher,Male,Germany,researcher,1770,1831.0,natural causes,61.0,1800,183.0,False
Q9312,Immanuel Kant,German philosopher,Male,Kingdom of Prussia; Kingdom of Prussia; Russian Empire,researcher,1724,1804.0,,80.0,1800,180.0,False
Q9317,John Maynard Keynes,British economist (1883-1946),Male,United Kingdom; United Kingdom of Great Britain and Ireland,researcher,1883,1946.0,natural causes,63.0,1900,194.0,False
Q9319,Jacopo Tintoretto,Italian painter of the Renaissance school,Male,Republic of Venice,artist,1518,1594.0,,76.0,1500,159.0,False
Q9327,Guy de Maupassant,French writer,Male,France,artist,1850,1893.0,natural causes,43.0,1800,189.0,False
Q9342,Palma Vecchio,Italian painter (1480-1528),Male,Republic of Venice,artist,1480,1528.0,,48.0,1500,152.0,True
Q9348,Parmigianino,Italian Mannerist painter and printmaker (1503–1540),Male,Italy,artist,1503,1540.0,,37.0,1500,154.0,False
Q9353,John Locke,English philosopher and physician (1632-1704),Male,Kingdom of England,artist,1632,1704.0,natural causes,72.0,1700,170.0,False
Q9358,Friedrich Nietzsche,"German philosopher, poet, composer, cultural critic, and classical philologist",Male,Germany; Kingdom of Prussia,researcher,1844,1900.0,natural causes,56.0,1900,190.0,False
Q9364,Jean-Paul Sartre,"French existentialist philosopher, playwright, novelist, screenwriter, political activist, biographer, and literary critic",Male,France,artist,1905,1980.0,natural causes,75.0,1900,198.0,True
Q9372,Sima Qian,Chinese historian and writer,Male,Western Han Dynasty,researcher,-145,-86.0,,59.0,-100,-9.0,False
Q9381,Adam Smith,Scottish moral philosopher and political economist (1723-1790),Male,Kingdom of Great Britain,artist,1723,1790.0,,67.0,1700,179.0,True
Q9387,Max Weber,"German sociologist, philosopher, and political economist (1864-1920)",Male,Kingdom of Prussia; Weimar Republic,researcher,1864,1920.0,natural causes,56.0,1900,192.0,True
Q9391,Ludwig Wittgenstein,Austrian-British philosopher,Male,Austria; United Kingdom,researcher,1889,1951.0,natural causes,62.0,1900,195.0,False
Q9397,Zhu Xi,Song Dynasty Neo-Confucian scholar,Male,Song dynasty,researcher,1130,1200.0,,70.0,1200,120.0,False
Q9399,Silvius Magnago,Italian politician (1914-2010),Male,Italy; Austria-Hungary; Kingdom of Italy; German Reich,politician,1914,2010.0,,96.0,2000,201.0,True
Q9422,Mahavira,"24th Tirthankara of Jainism, last in current cycle of Jain cosmology",Male,,teacher,-599,-527.0,,72.0,-600,-53.0,False
Q9434,Arnold Palmer,American golfer,Male,United States of America,athlete,1929,2016.0,,87.0,2000,201.0,False
Q9438,Thomas Aquinas,"Italian Dominican friar, philosopher, Catholic priest, and Doctor of the Church",Male,,researcher,1225,1274.0,,49.0,1200,127.0,True
Q9439,Queen Victoria,British monarch who reigned 1837–1901,Female,United Kingdom of Great Britain and Ireland,artist,1819,1901.0,natural causes,82.0,1900,190.0,False
Q9440,Paolo Veronese,Italian painter of the Renaissance (1528-1588),Male,Republic of Venice,artist,1528,1588.0,,60.0,1500,158.0,False
Q9458,Muhammad,Arabian religious leader and the founder of Islam,Male,,politician,570,632.0,,62.0,600,63.0,True
Q9486,Graham Taylor,English association football player and manager (1944-2017),Male,United Kingdom,athlete,1944,2017.0,natural causes,73.0,2000,201.0,True
Q9513,A. P. J. Abdul Kalam,"11th President of India, scientist and science administrator (1931-2015)",Male,India; British Raj,researcher,1931,2015.0,natural causes,84.0,2000,201.0,False
Q9546,Al-Ghazali,"Muslim theologian, jurist, philosopher, and mystic",Male,Abbasid Caliphate; Great Seljuq Empire,religious figure,1058,1111.0,,53.0,1100,111.0,False
Q9554,Martin Luther,"Saxon priest, monk and theologian, seminal figure in Protestant Reformation",Male,Electorate of Saxony,researcher,1483,1546.0,,63.0,1500,154.0,False
Q9576,James Callaghan,former prime minister of the United Kingdom (1912–2005),Male,United Kingdom,politician,1912,2005.0,,93.0,2000,200.0,False
Q9582,Gerald Ford,"American politician, 38th President of the United States (in office from 1974 to 1977)",Male,United States of America,politician,1913,2006.0,natural causes,93.0,2000,200.0,False
Q9588,Richard Nixon,37th President of the United States of America (1913-1994),Male,United States of America,politician,1913,1994.0,natural causes,81.0,1900,199.0,False
Q9602,Frances E. Allen,American computer scientist,Female,United States of America,researcher,1932,2020.0,,88.0,2000,202.0,False
Q9640,Lyndon B. Johnson,36th president of the United States (1908-1973),Male,United States of America,politician,1908,1973.0,natural causes,65.0,1900,197.0,False
Q9685,"Diana, Princess of Wales","first wife of Charles, Prince of Wales (1961-1997)",Female,United Kingdom,socialite; environmentalist; philanthropist; humanitarian,1961,1997.0,accident,36.0,1900,199.0,False
Q9695,Henry Purcell,English composer,Male,Kingdom of England,artist,1659,1695.0,,36.0,1600,169.0,False
Q9696,John F. Kennedy,35th president of the United States (1917-1963),Male,United States of America,politician,1917,1963.0,homicide,46.0,1900,196.0,True
Q9700,Emperor Gaozu of Tang,Founding emperor of the Tang Dynasty (566-635) (r. 618–626),Male,Sui dynasty; Tang Empire; Northern Zhou,artist,566,635.0,,69.0,600,63.0,True
Q9701,Emperor Taizong of Tang,Chinese emperor of the Tang Dynasty (598-649) (r. 626-649),Male,People's Republic of China; Sui dynasty; Tang Empire,artist,598,649.0,,51.0,600,64.0,False
Q9703,Emperor Gaozong of Tang,Emperor of the Tang Dynasty (628-683) (r. 649-683),Male,Tang Empire,sovereign,628,683.0,,55.0,600,68.0,False
Q9711,Honoré de Balzac,French novelist and playwright (1799–1850),Male,France,literary critic; novelist,1799,1850.0,natural causes,51.0,1800,185.0,False
Q9717,Emperor Zhongzong of Tang,emperor of the Tang Dynasty,Male,Tang Empire,monarch,656,710.0,homicide,54.0,700,71.0,False
Q9722,Emperor Ruizong of Tang,emperor of the Tang Dynasty,Male,Tang Empire,sovereign,662,716.0,,54.0,700,71.0,False
Q9726,Gioachino Rossini,Italian opera composer,Male,Papal States; Kingdom of Italy,artist,1792,1868.0,natural causes,76.0,1800,186.0,False
Q9738,Wu Zetian,founding empress of the Zhou Dynasty,Female,Tang Empire; Zhou dynasty (690–705),artist,624,705.0,,81.0,700,70.0,False
Q9743,Emperor Shang of Tang,emperor of the Tang Dynasty,Male,Tang Empire,artist,695,715.0,,20.0,700,71.0,False
Q9746,Emperor Xuanzong of Tang,7th emperor of the Tang Dynasty,Male,Tang Empire,artist,685,762.0,,77.0,700,76.0,False
Q9749,Emperor Suzong of Tang,emperor of the Tang Dynasty,Male,Tang Empire,ruler,711,762.0,,51.0,700,76.0,False
Q9753,Emperor Daizong of Tang,emperor of the Tang Dynasty,Male,Tang Empire,ruler,727,779.0,,52.0,700,77.0,True
Q9755,Emperor Dezong of Tang,emperor of the Tang Dynasty,Male,Tang Empire,artist,742,805.0,,63.0,800,80.0,False
Q9760,Emperor Shunzong of Tang,emperor of the Tang Dynasty,Male,Tang Empire,calligrapher,761,806.0,,45.0,800,80.0,True
Q9761,Emperor Xianzong of Tang,emperor of the Tang Dynasty,Male,Tang Empire,ruler,778,820.0,homicide,42.0,800,82.0,False
Q9763,Emperor Muzong of Tang,emperor of the Tang Dynasty,Male,Tang Empire,artist,795,824.0,,29.0,800,82.0,False
Q9776,Emperor Jingzong of Tang,emperor of the Tang Dynasty,Male,Tang Empire,monarch,809,827.0,homicide,18.0,800,82.0,False
Q9790,Emperor Wenzong of Tang,emperor of the Tang Dynasty,Male,Tang Empire,artist,809,840.0,,31.0,800,84.0,False
Q9801,Emperor Wuzong of Tang,emperor of the Tang Dynasty,Male,Tang Empire,artist,814,846.0,,32.0,800,84.0,False
Q9825,Emperor Xuánzong of Tang,17th emperor of the Tang Dynasty,Male,Tang Empire,monarch,810,859.0,,49.0,800,85.0,False
Q9886,Emperor Yizong of Tang,emperor of the Tang Dynasty,Male,Tang Empire,artist,833,873.0,,40.0,800,87.0,False
Q9889,Emperor Xizong of Tang,emperor of the Tang Dynasty,Male,Tang Empire,monarch,862,888.0,,26.0,800,88.0,False
Q9891,Emperor Zhaozong of Tang,emperor of the Tang Dynasty,Male,Tang Empire,monarch,867,904.0,homicide,37.0,900,90.0,True
Q9892,Emperor Ai of Tang,emperor of the Tang Dynasty,Male,Tang Empire; Later Liang dynasty,monarch,892,908.0,homicide,16.0,900,90.0,False
Q9916,Dwight D. Eisenhower,"United States Army general, statesman and 34th president of the United States (1890-1969)",Male,United States of America,politician,1890,1969.0,natural causes,79.0,1900,196.0,False
Q9957,Hongwu Emperor,"founding emperor of the Ming Dynasty, reigned 1368－1399",Male,Ming dynasty; China,ruler,1328,1398.0,,70.0,1300,139.0,False
Q9958,Winifred Asprey,American computer scientist and mathematician,Female,United States of America,researcher,1917,2007.0,,90.0,2000,200.0,False
Q9960,Ronald Reagan,40th president of the United States and actor,Male,United States of America,artist,1911,2004.0,natural causes,93.0,2000,200.0,False
Q9961,Jianwen Emperor,Second emperor of the Ming Dynasty,Male,Ming dynasty,ruler,1377,1402.0,suicide,25.0,1400,140.0,False
Q9965,Yongle Emperor,emperor of the Ming Dynasty,Male,Song dynasty; Ming dynasty; China,researcher,1360,1424.0,natural causes,64.0,1400,142.0,False
Q9972,Hongxi Emperor,emperor of the Ming Dynasty,Male,Ming dynasty,ruler,1378,1425.0,,47.0,1400,142.0,True
Q9977,Xuande Emperor,emperor of the Ming Dynasty (1399-1435),Male,Ming dynasty,artist,1399,1435.0,,36.0,1400,143.0,False
Q9983,Zhengtong Emperor,emperor of the Ming Dynasty,Male,Ming dynasty,ruler,1427,1464.0,,37.0,1400,146.0,False
Q9988,Jingtai Emperor,emperor of the Ming Dynasty,Male,Ming dynasty,ruler,1428,1457.0,,29.0,1400,145.0,False
Q9991,Chenghua Emperor,9th Emperor of the Ming dynasty (1447-1487),Male,Ming dynasty,artist,1447,1487.0,,40.0,1400,148.0,True
Q9994,Hongzhi Emperor,9th emperor of the Ming Dynasty (1470-1505),Male,Ming dynasty,artist,1470,1505.0,,35.0,1500,150.0,True
Q10004,Yevgeny Chernyaev,Soviet painter (1921-1992),Male,Soviet Union,artist,1921,1992.0,,71.0,1900,199.0,True
Q10007,Zhengde Emperor,emperor of the Ming Dynasty,Male,Ming dynasty,ruler,1491,1521.0,,30.0,1500,152.0,False
Q10011,Jiajing Emperor of Ming,12th emperor of the Ming Dynasty (r. 1521-1567),Male,Ming dynasty,ruler,1507,1567.0,homicide,60.0,1500,156.0,False
Q10059,Longqing Emperor,13th Emperor of the Ming dynasty,Male,Ming dynasty,ruler,1537,1572.0,,35.0,1500,157.0,False
Q10061,Wanli Emperor,emperor of the Ming Dynasty,Male,Ming dynasty,artist,1563,1620.0,,57.0,1600,162.0,False
Q10065,Taichang Emperor,emperor of the Ming Dynasty,Male,Ming dynasty,ruler,1582,1620.0,,38.0,1600,162.0,False
Q10066,Tianqi Emperor,emperor of the Ming Dynasty,Male,Ming dynasty,monarch,1605,1627.0,,22.0,1600,162.0,False
Q10069,Chongzhen Emperor,emperor of the Ming Dynasty,Male,Ming dynasty,monarch,1611,1644.0,suicide,33.0,1600,164.0,True
Q10112,Edith Hannam,British female tennis player,Female,United Kingdom,athlete,1878,1951.0,,73.0,1900,195.0,False
Q10115,Helen Aitchison,British tennis player,Female,United Kingdom,athlete,1881,1947.0,,66.0,1900,194.0,False
Q10117,Alice Greene,British tennis player,Female,United Kingdom,athlete,1879,1956.0,,77.0,1900,195.0,False
Q10240,Dadabhai Naoroji,Indian politician (1825-1917),Male,United Kingdom of Great Britain and Ireland,politician,1825,1917.0,,92.0,1900,191.0,False
Q10390,John McCain,American politician (1936-2018),Male,United States of America,artist,1936,2018.0,natural causes,82.0,2000,201.0,False
Q10411,Odd Børretzen,"Norwegian author, illustrator, translator and singer-songwriter (1926-2012)",Male,Norway,artist,1926,2012.0,natural causes,86.0,2000,201.0,False
Q10490,Ayrton Senna,Brazilian racing driver,Male,Brazil,businessperson,1960,1994.0,accident,34.0,1900,199.0,True
Q10664,Neville Chamberlain,former Prime Minister of the United Kingdom (1869-1940),Male,United Kingdom,politician,1869,1940.0,natural causes,71.0,1900,194.0,False
Q10665,Kim Jong-il,General Secretary of the Workers' Party of Korea (1941-2011),Male,North Korea,politician,1941,2011.0,natural causes,70.0,2000,201.0,False
Q10678,Yann-Fañch Kemener,traditional singer,Male,France,artist,1957,2019.0,natural causes,62.0,2000,201.0,False
Q10685,Louise Ebrel,singer,Female,France,artist,1932,2020.0,,88.0,2000,202.0,False
Q10707,Robert Mugabe,2nd President of Zimbabwe (1924-2019),Male,Zimbabwe,politician,1924,2019.0,natural causes,95.0,2000,201.0,False
Q10716,Tibor Sekelj,Hungarian author and explorer,Male,Slovakia; Serbia; Yugoslavia,artist,1912,1988.0,,76.0,1900,198.0,True
